iter	MAPE
119	0.2685455988
120	0.2685446441
121	0.2678324621
122	0.2678304478
123	0.2678154564
124	0.2669079758
125	0.2669036416
126	0.2661513088
127	0.2654276536
128	0.2638208376
129	0.2638170622
130	0.2637859575
131	0.2631119992
132	0.2630917919
133	0.2630891176
134	0.2630819526
135	0.2630778616
136	0.2630760418
137	0.2630688745
138	0.2630619807
139	0.2630546654
140	0.263039963
141	0.2630368234
142	0.2630338953
143	0.2630330465
144	0.2630087476
145	0.2629781075
146	0.2629654267
147	0.2629641539
148	0.2621812944
149	0.2621798757
150	0.2621678386
151	0.2621605903
152	0.2620803436
153	0.2620696206
154	0.2620598883
155	0.2620590295
156	0.2620567964
157	0.2620309437
158	0.262028899
159	0.2616711489
160	0.2616674804
161	0.2616654774
162	0.2616627544
163	0.2608776554
164	0.2607970075
165	0.2607940407
166	0.2607921411
167	0.2600165149
168	0.2600115587
169	0.259390088
170	0.2593891155
171	0.2593864489
172	0.2593667571
173	0.2593661905
174	0.2586402108
175	0.2579457596
176	0.2579452424
177	0.2579286102
178	0.2579159855
179	0.2579150916
180	0.2579115593
181	0.2579093648
182	0.2579054705
183	0.2579036528
184	0.2578685289
185	0.2578681415
186	0.2578674198
187	0.2574713075
188	0.2574678441
189	0.2574671596
190	0.2571274467
191	0.2571277125
192	0.2571243943
193	0.2571147346
194	0.2571131315
195	0.2571125145
196	0.2571066275
197	0.2571028976
198	0.2565496272
199	0.2565393909
200	0.2565366824
201	0.2565363232
202	0.2565275956
203	0.2565238054
204	0.2565179516
205	0.2565059471
206	0.256082758
207	0.2557588576
208	0.2557560782
209	0.2552937193
210	0.2548213493
211	0.2548163878
212	0.2548021882
213	0.2548018434
214	0.2547964577
215	0.2547788588
216	0.2547776957
217	0.2547744531
218	0.2547698415
219	0.2547570671
220	0.2547542323
221	0.2547514749
222	0.2547498822
223	0.2547486507
224	0.2547401597
225	0.2547374555
226	0.2547360457
227	0.2547323575
228	0.2547281177
229	0.2547280008
230	0.2547247174
231	0.25471847
232	0.2547143458
233	0.2547121453
234	0.2547062106
235	0.254703407
236	0.2547023211
237	0.2546984314
238	0.2546962247
239	0.2546921735
240	0.2546895875
241	0.2546873304
242	0.2546833072
243	0.254678434
244	0.2546773892
245	0.2546741497
246	0.2546726061
247	0.2546711147
248	0.2546673349
249	0.2546658661
250	0.2546637615
251	0.2546622667
252	0.2546591303
253	0.2546571865
254	0.2546534736
255	0.2546486221
256	0.2546412661
257	0.2546384628
258	0.254634658
259	0.2546336067
260	0.254630322
261	0.2546278729
262	0.254625878
263	0.2546244747
264	0.2546213918
265	0.2546197514
266	0.2546165852
267	0.2546149963
268	0.2546125371
269	0.2546112749
270	0.2546081432
271	0.2546063637
272	0.2545966132
273	0.2545931285
274	0.254591601
275	0.2545909559
276	0.2545903301
277	0.2545882146
278	0.2545848384
279	0.2545842912
280	0.2545832299
281	0.2545822005
282	0.2545801172
283	0.2545796583
284	0.2545771899
285	0.2545771777
286	0.2545751725
287	0.2545744736
288	0.2545737975
289	0.2545734591
290	0.254572202
291	0.2545699481
292	0.254569366
293	0.254568976
294	0.2545686613
295	0.254556801
296	0.254555258
297	0.2545544128
298	0.2545469331
299	0.2545462664
300	0.2545456762
301	0.2545450104
302	0.2545449881
303	0.254538883
304	0.2545383961
305	0.2545354624
306	0.2545341936
307	0.2545343152
308	0.2545327989
309	0.2545299438
310	0.2545276808
311	0.2545280218
312	0.254527693
313	0.254525524
314	0.2545252667
315	0.2545256464
316	0.2545238877
317	0.2545236267
318	0.2545232665
319	0.2545231184
320	0.2545213122
321	0.2545216408
322	0.2545214916
323	0.2545213469
324	0.2545212065
325	0.2545201798
326	0.254502013
327	0.2544949136
328	0.2544934518
329	0.25449155
330	0.2544915326
331	0.2544909699
332	0.2544891519
333	0.2544883175
334	0.2544861639
335	0.2544861771
336	0.2544847487
337	0.2544848079
338	0.254483492
339	0.2544832589
340	0.2544826032
341	0.2544826495
342	0.2544827087
343	0.254482486
344	0.2544820672
345	0.2544807538
346	0.2544807829
347	0.2544806547
348	0.2544804496
349	0.2544786487
350	0.2544771295
351	0.2544755042
352	0.2544740749
353	0.2544659022
354	0.2544647351
355	0.2544638477
356	0.2544636876
357	0.2544623906
358	0.2544611641
359	0.2544606732
360	0.2544601161
361	0.2544591791
362	0.2544580586
363	0.254455875
364	0.2544535088
365	0.2544534705
366	0.254451408
367	0.2544453058
368	0.2544434474
369	0.2544414115
370	0.2544415559
371	0.2544309628
372	0.2544305559
373	0.2544306321
374	0.2544301762
375	0.2544283077
376	0.2544259027
377	0.2544239463
378	0.2544237114
379	0.2544219901
380	0.2544135735
381	0.2544109947
382	0.2544091925
383	0.2544075059
384	0.2544065949
385	0.2544039273
386	0.2544026057
387	0.2544011378
388	0.254399307
389	0.2543979259
390	0.2543973198
391	0.2543951825
392	0.2543928587
393	0.2543916468
394	0.2543895461
395	0.2543871825
396	0.2543860809
397	0.2543848516
398	0.2543834987
399	0.2543814359
400	0.2543804302
401	0.2543786455
402	0.2543769144
403	0.2543771142
404	0.2543741277
405	0.2543730419
406	0.2543712759
407	0.2543697087
408	0.2543677828
409	0.2543662541
410	0.2543645773
411	0.2543636392
412	0.2543621378
413	0.2543606962
414	0.2543591369
415	0.2543554129
416	0.2543547674
417	0.2543534109
418	0.254352095
419	0.2543506808
420	0.2543496261
421	0.2543486619
422	0.254347739
423	0.2543446254
424	0.2543443515
425	0.2543414061
426	0.2543406096
427	0.2543395401
428	0.2543367855
429	0.2543359404
430	0.2543353616
431	0.2543358899
432	0.254333346
433	0.2543309172
434	0.2543301661
435	0.2543279513
436	0.2543286957
437	0.2543284772
438	0.2543278418
439	0.2543272256
440	0.2543267032
441	0.2543261184
442	0.2543235323
443	0.2543198167
444	0.2543173177
445	0.2543151379
446	0.2543120998
447	0.2543102219
448	0.2543081069
449	0.2543054215
450	0.2542971807
451	0.2542951397
452	0.25429316
453	0.254291715
454	0.2542898474
455	0.2542880359
456	0.254289793
457	0.254288584
458	0.2542903243
459	0.2542887173
460	0.2542904558
461	0.2542888938
462	0.2542875176
463	0.2542860943
464	0.2542847137
465	0.2542834577
466	0.2542840184
467	0.2542831185
468	0.254283691
469	0.2542813408
470	0.2542790611
471	0.254277838
472	0.2542798264
473	0.2542786751
474	0.2542775582
475	0.2542764749
476	0.2542771157
477	0.2542761031
478	0.2542751209
479	0.2542731239
480	0.2542721401
481	0.2542702347
482	0.2542692558
483	0.2542683061
484	0.254267385
485	0.2542664915
486	0.2542656248
487	0.2542647841
488	0.2542639687
489	0.2542631776
490	0.2542626822
491	0.2542619377
492	0.2542612892
493	0.2542605854
494	0.2542599027
495	0.2542594826
496	0.2542590751
497	0.2542585153
498	0.2542579075
499	0.2542589609
500	0.2542599827
501	0.2542592311
502	0.2542586898
503	0.2542572802
504	0.2542569632
505	0.2542564202
506	0.2542509474
507	0.2542519689
508	0.2542529598
509	0.2542525634
510	0.2542522839
511	0.254251004
512	0.2542519521
513	0.2542516956
514	0.2542541615
515	0.2542565534
516	0.2542561194
517	0.2542570011
518	0.2542565942
519	0.2542574631
520	0.2542575287
521	0.2542575924
522	0.2542572235
523	0.2542568658
524	0.2542592141
525	0.2542600676
526	0.2542597423
527	0.2542605812
528	0.2542613949
529	0.2542611004
530	0.2542599549
531	0.2542596425
532	0.2542545987
533	0.2542553883
534	0.2542551015
535	0.2542558771
536	0.2542556084
537	0.2542553477
538	0.2542561181
539	0.2542558739
540	0.2542476141
541	0.2542473853
542	0.2542471634
543	0.2542469481
544	0.2542467393
545	0.2542475339
546	0.2542464867
547	0.2542472323
548	0.2542470187
549	0.2542468852
550	0.2542476197
551	0.2542466121
552	0.2542473013
553	0.2542463152
554	0.2542469628
555	0.2542467649
556	0.2542473993
557	0.2542471886
558	0.2542469843
559	0.2542460325
560	0.2542466413
561	0.2542457099
562	0.254246281
563	0.2542468349
564	0.2542466187
565	0.2542464089
566	0.2542462055
567	0.2542453082
568	0.2542398726
569	0.2542396802
570	0.2542394935
571	0.2542409115
572	0.2542414907
573	0.2542413422
574	0.2542405272
575	0.2542410757
576	0.2542416077
577	0.2542421238
578	0.2542413669
579	0.2542418902
580	0.2542423978
581	0.2542428901
582	0.2542433677
583	0.2542438309
584	0.2542442803
585	0.2542441835
586	0.2542440897
587	0.2542439987
588	0.254244445
589	0.2542448778
590	0.2542452977
591	0.2542452189
592	0.2542451424
593	0.2542450682
594	0.2542443395
595	0.2542442915
596	0.254244245
597	0.2542435141
598	0.25423574
599	0.2542362044
600	0.2542361827
601	0.2542354935
602	0.2542354949
603	0.2542354962
604	0.2542359694
605	0.2542359711
606	0.2542364305
607	0.2542368761
608	0.2542373084
609	0.2542377276
610	0.2542381343
611	0.2542375958
612	0.2542376147
613	0.2542380243
614	0.2542384217
615	0.2542384398
616	0.2542388251
617	0.2542391989
618	0.2542395615
619	0.2542399132
620	0.2542413331
621	0.2542413631
622	0.2542417059
623	0.2542417345
624	0.2542417622
625	0.2542420938
626	0.2542421203
627	0.2542424416
628	0.2542424669
629	0.2542416081
630	0.2542416226
631	0.2542416366
632	0.2542416503
633	0.2542416635
634	0.2542419645
635	0.254241125
636	0.2542411283
637	0.2542414111
638	0.2542405911
639	0.2542405856
640	0.2542408516
641	0.2542408565
642	0.254241115
643	0.2542411107
644	0.2542403056
645	0.2542405487
646	0.2542405371
647	0.2542405258
648	0.2542381868
649	0.2542381821
650	0.2542381776
651	0.2542384139
652	0.2542384099
653	0.2542382552
654	0.2542381052
655	0.2542381118
656	0.2542383506
657	0.2542383571
658	0.254236247
659	0.2542362579
660	0.2542364871
661	0.2542363594
662	0.2542362355
663	0.2542354916
664	0.2542353743
665	0.2542355998
666	0.2542356143
667	0.2542358327
668	0.2542345615
669	0.2542345765
670	0.254234783
671	0.2542347972
672	0.2542340626
673	0.2542342557
674	0.2542341342
675	0.2542343243
676	0.2542344902
677	0.25423467
678	0.2542339429
679	0.2542332375
680	0.2542332354
681	0.2542332333
682	0.2542333961
683	0.254233554
684	0.2542337072
685	0.2542338557
686	0.2542339998
687	0.2542340049
688	0.2542340041
689	0.2542340033
690	0.2542332995
691	0.2542334349
692	0.2542321243
693	0.2542322536
694	0.2542323789
695	0.2542325005
696	0.2542324981
697	0.2542324956
698	0.2542326141
699	0.254232612
700	0.2542314778
701	0.2542314775
702	0.2542314771
703	0.2542315906
704	0.2542317007
705	0.2542318075
706	0.2542318076
707	0.2542319113
708	0.2542318028
709	0.2542318042
710	0.2542318056
711	0.2542319075
712	0.254231909
713	0.254232008
714	0.254232104
715	0.2542321972
716	0.2542322876
717	0.2542323752
718	0.2542324602
719	0.2542324621
720	0.2542325447
721	0.2542326247
722	0.2542326267
723	0.2542326286
724	0.2542318593
725	0.2542319352
726	0.254231938
727	0.2542320122
728	0.254232015
729	0.254232087
730	0.2542320897
731	0.2542321596
732	0.254231488
733	0.2542307589
734	0.2542307598
735	0.2542308238
736	0.2542308859
737	0.2542309461
738	0.2542303444
739	0.2542304025
740	0.2542298333
741	0.2542298357
742	0.2542298159
743	0.2542298187
744	0.2542298738
745	0.2542298766
746	0.2542298792
747	0.2542298818
748	0.2542291711
749	0.2542292226
750	0.2542292727
751	0.2542292733
752	0.2542293219
753	0.2542293691
754	0.2542294148
755	0.2542294591
756	0.2542295021
757	0.2542290523
758	0.2542290931
759	0.2542291327
760	0.254228435
761	0.2542277583
762	0.2542271019
763	0.254227136
764	0.2542271691
765	0.2542271665
766	0.2542271988
767	0.2542272301
768	0.2542272279
769	0.2542265878
770	0.2542259668
771	0.2542259623
772	0.25422536
773	0.2542253873
774	0.2542254136
775	0.2542254109
776	0.2542254368
777	0.2542254618
778	0.2542254861
779	0.2542255097
780	0.2542249216
781	0.2542249435
782	0.2542249365
783	0.254224958
784	0.2542246555
785	0.2542240861
786	0.2542235337
787	0.2542235524
788	0.2542235705
789	0.2542230338
790	0.2542230279
791	0.2542230449
792	0.2542230614
793	0.2542230774
794	0.2542230724
795	0.2542230881
796	0.2542225659
797	0.2542225805
798	0.2542220736
799	0.2542220871
800	0.2542220815
801	0.2542220949
802	0.2542220897
803	0.2542220847
804	0.2542220798
805	0.2542220934
806	0.2542221065
807	0.2542221193
808	0.2542221317
809	0.2542221437
810	0.2542216498
811	0.2542211708
812	0.2542211813
813	0.2542211767
814	0.2542211871
815	0.2542211973
816	0.2542207318
817	0.2542202803
818	0.2542202752
819	0.2542202703
820	0.2542202655
821	0.2542198277
822	0.2542198226
823	0.2542198318
824	0.254219827
825	0.2542198362
826	0.254215427
827	0.2542154598
828	0.2542154689
829	0.2542154648
830	0.2542150415
831	0.25421505
832	0.2542146391
833	0.254214647
834	0.2542146547
835	0.2542146621
836	0.2542146601
837	0.2542146563
838	0.2542146637
839	0.254214671
840	0.254214678
841	0.2542146747
842	0.2542146816
843	0.2542146786
844	0.2542142787
845	0.2542142492
846	0.2542142558
847	0.2542138678
848	0.2542134914
849	0.2542131263
850	0.2542135513
851	0.2542060633
852	0.2542059317
853	0.2542058042
854	0.2542058092
855	0.2542058055
856	0.2542058106
857	0.2542054594
858	0.2541981966
859	0.2541982014
860	0.2541980888
861	0.2541977491
862	0.2541977533
863	0.2541976472
864	0.2541973185
865	0.2541973167
866	0.2541973133
867	0.2541973173
868	0.2541969984
869	0.254197002
870	0.2541970055
871	0.254196696
872	0.2541966926
873	0.2541966959
874	0.2541966991
875	0.2541963987
876	0.2541964016
877	0.2541963138
878	0.2541963109
879	0.254196308
880	0.2541963109
881	0.2541963083
882	0.2541963113
883	0.2541963088
884	0.2541963118
885	0.2541963095
886	0.2541963125
887	0.2541963154
888	0.2541963134
889	0.2541963114
890	0.2541963095
891	0.2541963126
892	0.2541963156
893	0.2541963185
894	0.2541963214
895	0.2541963241
896	0.2541963268
897	0.2541963293
898	0.2541963318
899	0.2541963342
900	0.2541963331
901	0.2541963319
902	0.2541963308
903	0.2541963334
904	0.2541963358
905	0.2541963349
906	0.2541963373
907	0.2541963397
908	0.254196342
909	0.2541963412
910	0.2541963435
911	0.2541963428
912	0.2541962836
913	0.2541962831
914	0.2541962853
915	0.2541962847
916	0.2541962869
917	0.254196289
918	0.2541962911
919	0.2541962931
920	0.2541962927
921	0.254196001
922	0.2541960362
923	0.2541960381
924	0.2541960399
925	0.2541960395
926	0.2541960413
927	0.2541957582
928	0.2541957598
929	0.2541957594
930	0.254195761
931	0.2541957625
932	0.2541957641
933	0.2541957655
934	0.2541957652
935	0.2541957667
936	0.2541957681
937	0.2541957695
938	0.2541957708
939	0.2541957706
940	0.2541957705
941	0.2541954953
942	0.2541952285
943	0.2541952296
944	0.2541952307
945	0.2541949718
946	0.2541949714
947	0.2541947202
948	0.2541947212
949	0.2541947221
950	0.254194723
951	0.2541944792
952	0.25419448
953	0.2541942436
954	0.2541942442
955	0.2541942449
956	0.2541942455
957	0.2541940161
958	0.2541940167
959	0.2541940172
960	0.2541940168
961	0.2541937942
962	0.2541937947
963	0.2541937951
964	0.2541937623
965	0.2541937627
966	0.2541937631
967	0.2541937635
968	0.2541937639
969	0.2541937636
970	0.2541937634
971	0.2541937638
972	0.2541937636
973	0.254193764
974	0.2541937644
975	0.2541937348
976	0.2541937352
977	0.2541937351
978	0.2541937349
979	0.2541937353
980	0.2541937357
981	0.2541937356
982	0.2541935207
983	0.2541892788
984	0.2541822384
985	0.2541822388
986	0.2541822387
987	0.2541822391
988	0.2541822394
989	0.2541822394
990	0.2541822397
991	0.2541820317
992	0.2541818299
993	0.2541816342
994	0.2541816344
995	0.2541816342
996	0.2541816344
997	0.2541816346
998	0.2541816345
999	0.2541816347
