iter	Passed	Remaining
817	1330	296
818	1332	294
819	1333	292
820	1335	291
821	1336	289
822	1338	287
823	1339	286
824	1341	284
825	1343	282
826	1344	281
827	1346	279
828	1347	278
829	1349	276
830	1351	274
831	1352	273
832	1354	271
833	1356	269
834	1357	268
835	1359	266
836	1361	265
837	1362	263
838	1364	261
839	1365	260
840	1367	258
841	1368	256
842	1370	255
843	1372	253
844	1373	252
845	1375	250
846	1376	248
847	1378	247
848	1380	245
849	1381	243
850	1383	242
851	1385	240
852	1386	238
853	1388	237
854	1389	235
855	1391	234
856	1393	232
857	1395	230
858	1396	229
859	1398	227
860	1400	226
861	1401	224
862	1403	222
863	1404	221
864	1406	219
865	1408	217
866	1409	216
867	1411	214
868	1413	213
869	1414	211
870	1416	209
871	1417	208
872	1419	206
873	1420	204
874	1422	203
875	1423	201
876	1425	199
877	1426	198
878	1428	196
879	1430	195
880	1431	193
881	1433	191
882	1434	190
883	1436	188
884	1438	186
885	1439	185
886	1440	183
887	1442	181
888	1443	180
889	1445	178
890	1446	177
891	1448	175
892	1449	173
893	1451	172
894	1452	170
895	1454	168
896	1455	167
897	1457	165
898	1458	163
899	1460	162
900	1461	160
901	1463	158
902	1464	157
903	1466	155
904	1467	154
905	1469	152
906	1470	150
907	1472	149
908	1474	147
909	1476	145
910	1477	144
911	1479	142
912	1480	141
913	1482	139
914	1483	137
915	1485	136
916	1487	134
917	1488	132
918	1490	131
919	1491	129
920	1493	128
921	1495	126
922	1496	124
923	1498	123
924	1500	121
925	1501	120
926	1503	118
927	1505	116
928	1506	115
929	1508	113
930	1509	111
931	1511	110
932	1513	108
933	1514	107
934	1516	105
935	1517	103
936	1518	102
937	1520	100
938	1521	98
939	1523	97
940	1525	95
941	1526	93
942	1528	92
943	1529	90
944	1531	89
945	1532	87
946	1534	85
947	1536	84
948	1537	82
949	1539	81
950	1541	79
951	1542	77
952	1544	76
953	1546	74
954	1547	72
955	1549	71
956	1551	69
957	1552	68
958	1554	66
959	1555	64
960	1557	63
961	1559	61
962	1560	59
963	1562	58
964	1563	56
965	1565	55
966	1567	53
967	1568	51
968	1570	50
969	1572	48
970	1574	47
971	1575	45
972	1577	43
973	1578	42
974	1580	40
975	1582	38
976	1583	37
977	1585	35
978	1587	34
979	1588	32
980	1590	30
981	1591	29
982	1593	27
983	1594	25
984	1596	24
985	1598	22
986	1599	21
987	1601	19
988	1603	17
989	1604	16
990	1606	14
991	1607	12
992	1609	11
993	1611	9
994	1612	8
995	1614	6
996	1615	4
997	1617	3
998	1618	1
999	1620	0
